iter	Logloss
175	0.06028972588
176	0.0602831386
177	0.06026697139
178	0.06025900093
179	0.06025526249
180	0.06022547974
181	0.06021620238
182	0.06020682843
183	0.06019750203
184	0.06018061216
185	0.06017413469
186	0.06016874881
187	0.06016078912
188	0.06015509451
189	0.06014736872
190	0.06014191505
191	0.06013268101
192	0.06012682266
193	0.06012243978
194	0.06011659283
195	0.06011123562
196	0.06010190494
197	0.06009313446
198	0.0600738229
199	0.06006751725
200	0.06005885538
201	0.06005009515
202	0.06004502415
203	0.06003889397
204	0.06003235535
205	0.06000541478
206	0.06000107136
207	0.05999530395
208	0.05998824119
209	0.05997790507
210	0.05997187703
211	0.05996892897
212	0.05996045369
213	0.0599528973
214	0.05994730516
215	0.05994331142
216	0.05993865822
217	0.05993537323
218	0.05993050226
219	0.0599045773
220	0.05990027576
221	0.05989427063
222	0.0598886389
223	0.05987876635
224	0.05987246555
225	0.05986585707
226	0.05985125219
227	0.0598452304
228	0.05984053002
229	0.05983039281
230	0.05982358438
231	0.05981505505
232	0.05981201957
233	0.05980559369
234	0.0598002158
235	0.05979215797
236	0.05978512835
237	0.05977860407
238	0.05976595067
239	0.05975892631
240	0.05975612966
241	0.05974130721
242	0.05973327434
243	0.0597259701
244	0.05971947602
245	0.05970651409
246	0.05969942904
247	0.05968792506
248	0.05968487623
249	0.05968190094
250	0.05966496502
251	0.05964241954
252	0.05963564001
253	0.05963190817
254	0.05961644038
255	0.05961016915
256	0.05960578184
257	0.0596013649
258	0.05959229277
259	0.05958459729
260	0.05956953156
261	0.05956451073
262	0.05955886567
263	0.05955377189
264	0.05953638163
265	0.05952824927
266	0.05950695354
267	0.0594999963
268	0.05949584141
269	0.05949060545
270	0.05948355394
271	0.05948082377
272	0.05947240245
273	0.05947001654
274	0.0594575295
275	0.05945482973
276	0.05944743965
277	0.0594402672
278	0.0594338793
279	0.05942648925
280	0.05941906032
281	0.05941415536
282	0.05941030095
283	0.05940424215
284	0.05939932561
285	0.0593955901
286	0.05939117719
287	0.05938893913
288	0.0593860942
289	0.05938261556
290	0.05937794861
291	0.05937328414
292	0.05936218603
293	0.05935100651
294	0.05934718422
295	0.05933036703
296	0.05932435974
297	0.05931903335
298	0.05931183404
299	0.05930558467
300	0.05930033942
301	0.05929377689
302	0.05928930058
303	0.05928099292
304	0.05927853516
305	0.0592650921
306	0.05925683875
307	0.0592444749
308	0.05923643808
309	0.05923043978
310	0.05922770242
311	0.05921834547
312	0.05920536791
313	0.05920250802
314	0.05919473609
315	0.05918933966
316	0.05917842201
317	0.05917429469
318	0.05916477454
319	0.05915195378
320	0.05914200887
321	0.0591374398
322	0.05912238144
323	0.05911358456
324	0.05910655418
325	0.05909698292
326	0.05908494521
327	0.05907934251
328	0.05906489369
329	0.05906037611
330	0.05904231187
331	0.05903020353
332	0.05902235347
333	0.05901531668
334	0.05900833621
335	0.05900150661
336	0.05899532715
337	0.05898989502
338	0.05898233433
339	0.05897281076
340	0.05896899705
341	0.0589627762
342	0.0589543274
343	0.05895109882
344	0.05894273274
345	0.05893545941
346	0.0589269133
347	0.05891275612
348	0.05890737505
349	0.05889878745
350	0.05889619115
351	0.05888920132
352	0.05888076067
353	0.05886761169
354	0.05885936341
355	0.05885375388
356	0.05884201663
357	0.05883379719
358	0.05882478832
359	0.05881747214
360	0.05881239552
361	0.05880553135
362	0.05879679211
363	0.05877988353
364	0.05877174302
365	0.05876456886
366	0.05875801013
367	0.05874228242
368	0.05873577158
369	0.05872916185
370	0.05872419375
371	0.05871653195
372	0.05871093488
373	0.0587034767
374	0.0586966672
375	0.05868798862
376	0.0586779766
377	0.05867248646
378	0.05866355433
379	0.05865649509
380	0.05864978257
381	0.05863469448
382	0.05862483699
383	0.05861412216
384	0.05860474777
385	0.05859042766
386	0.05857948954
387	0.05857111621
388	0.0585575802
389	0.0585491843
390	0.05854108967
391	0.0585327026
392	0.05851845712
393	0.05851387544
394	0.05850374733
395	0.05849546618
396	0.05848453037
397	0.0584740087
398	0.05846775234
399	0.05846062163
400	0.0584496626
401	0.05843741054
402	0.05842591082
403	0.05841667458
404	0.05840496156
405	0.05839476956
406	0.05838633469
407	0.0583753957
408	0.05836661318
409	0.0583583504
410	0.05834796889
411	0.0583382277
412	0.05833017316
413	0.05832059181
414	0.05831133664
415	0.05830177735
416	0.0582937482
417	0.0582883924
418	0.05828338543
419	0.05827420903
420	0.05826240066
421	0.05825201405
422	0.05824400408
423	0.05823759225
424	0.05822986839
425	0.05822042253
426	0.0582131135
427	0.05820289956
428	0.05819377915
429	0.05818260867
430	0.05817365608
431	0.05816593942
432	0.0581610878
433	0.0581527457
434	0.0581460417
435	0.05814128834
436	0.05813675727
437	0.05812826735
438	0.05812029619
439	0.05810962257
440	0.05810289716
441	0.05809479391
442	0.05808507442
443	0.05807652361
444	0.05806892504
445	0.05806264388
446	0.058055629
447	0.0580478125
448	0.05803887429
449	0.05803016174
450	0.05802236131
451	0.05801387851
452	0.05800950007
453	0.05799605241
454	0.05798753198
455	0.05798334694
456	0.05797563366
457	0.05796814787
458	0.05796188898
459	0.05795461014
460	0.05794715554
461	0.05794003818
462	0.05793310126
463	0.0579285777
464	0.0579225778
465	0.05791319569
466	0.05790337603
467	0.05789852217
468	0.05789165515
469	0.05788550771
470	0.05788118848
471	0.05787398585
472	0.05786410913
473	0.05785606937
474	0.05785207513
475	0.05784225584
476	0.05783561554
477	0.05782999992
478	0.05782177524
479	0.05781595034
480	0.05780792988
481	0.05779919926
482	0.05779316471
483	0.05778239977
484	0.05777556733
485	0.05776536539
486	0.05775770231
487	0.05775385071
488	0.05775016552
489	0.0577376631
490	0.05773414533
491	0.05773002519
492	0.0577223429
493	0.05771110512
494	0.05770732619
495	0.0577016543
496	0.05769415871
497	0.05768989486
498	0.05768261083
499	0.05767737858
500	0.05767012674
501	0.05766109786
502	0.05765179242
503	0.05764110379
504	0.05762940902
505	0.0576210886
506	0.05761385998
507	0.05760327744
508	0.05759770776
509	0.05759214643
510	0.05758578297
511	0.05757823524
512	0.05756978703
513	0.05756261822
514	0.05755449381
515	0.05754805628
516	0.05754153292
517	0.05753530307
518	0.05752650102
519	0.05751972113
520	0.05751189144
521	0.05750799242
522	0.05750005432
523	0.05749651716
524	0.05749314623
525	0.0574899277
526	0.05748593415
527	0.05747617269
528	0.05747161163
529	0.05745817673
530	0.05745032087
531	0.05744232341
532	0.05743554021
533	0.05743189765
534	0.05742119086
535	0.05741221677
536	0.05740383633
537	0.05739626681
538	0.05738292672
539	0.05737357992
540	0.05736818384
541	0.05735795676
542	0.05735179809
543	0.05734201139
544	0.0573286103
545	0.05732116768
546	0.057315226
547	0.05730775189
548	0.05730134511
549	0.05729447162
550	0.05728184746
551	0.05727345858
552	0.05726603303
553	0.057258437
554	0.05725244969
555	0.05724451816
556	0.05723773124
557	0.05722790693
558	0.05722162596
559	0.05721245286
560	0.05720352433
561	0.05719749584
562	0.05719013236
563	0.05718305542
564	0.05717547963
565	0.05716743103
566	0.05715818554
567	0.05714847428
568	0.05714543954
569	0.05713958785
570	0.05713242752
571	0.05712574127
572	0.05711984736
573	0.05711291592
574	0.05710507409
575	0.05710160847
576	0.05709215359
577	0.05708517818
578	0.05707947507
579	0.05707320399
580	0.05706515155
581	0.05705912652
582	0.05705342997
583	0.05704097459
584	0.05703453863
585	0.057028995
586	0.05702248069
587	0.05701312454
588	0.05700225416
589	0.05699651574
590	0.05698881451
591	0.05698237594
592	0.05697951344
593	0.05696918978
594	0.05696419816
595	0.05695441003
596	0.05695174942
597	0.05694148053
598	0.05693862041
599	0.05693184474
600	0.05692683611
601	0.05692006555
602	0.05691442448
603	0.05690963393
604	0.05690335405
605	0.05689571325
606	0.05688883136
607	0.05688563667
608	0.05687383785
609	0.05686454023
610	0.05685772644
611	0.05685030207
612	0.05684382168
613	0.05683531214
614	0.05682722729
615	0.0568171459
616	0.05681311081
617	0.05680261219
618	0.0567974329
619	0.05678882776
620	0.05678412457
621	0.05677869757
622	0.05677071846
623	0.05676534045
624	0.056758903
625	0.05675239961
626	0.0567438093
627	0.05673475605
628	0.05672986104
629	0.05672628551
630	0.05671720268
631	0.05671075776
632	0.05670484381
633	0.05669724821
634	0.05669033265
635	0.05668144851
636	0.05667416844
637	0.05666576576
638	0.05666122403
639	0.05665438772
640	0.05665111377
641	0.05664849749
642	0.0566413033
643	0.0566333635
644	0.05662460944
645	0.05661801595
646	0.05661470151
647	0.05660844289
648	0.05660051857
649	0.05659275823
650	0.05658454034
651	0.05657675717
652	0.05657301065
653	0.05656502095
654	0.05656042173
655	0.0565544607
656	0.05654635591
657	0.0565343566
658	0.05652718064
659	0.05651926572
660	0.05651160338
661	0.05650914518
662	0.05650613671
663	0.05649975855
664	0.05649670485
665	0.05649167103
666	0.05648397389
667	0.05647861203
668	0.05647103953
669	0.05646334593
670	0.05645137142
671	0.05644681639
672	0.05644395673
673	0.05643915219
674	0.056436271
675	0.05643322414
676	0.05642672984
677	0.0564215556
678	0.05641350436
679	0.05640632995
680	0.0563969222
681	0.05638588544
682	0.05638141165
683	0.05637519791
684	0.05636773737
685	0.0563596098
686	0.05634951025
687	0.05634522733
688	0.05633903726
689	0.05633215655
690	0.05632374821
691	0.05631648001
692	0.05631093808
693	0.05629848626
694	0.05629617633
695	0.05628469342
696	0.05628032946
697	0.05627212878
698	0.05626078427
699	0.05625367144
700	0.05624468748
701	0.05623861715
702	0.05623170194
703	0.05622745099
704	0.05622061539
705	0.05621311389
706	0.05620611271
707	0.05620069818
708	0.0561947963
709	0.05618765774
710	0.05617875361
711	0.05617224543
712	0.05616428041
713	0.05616130083
714	0.05615512652
715	0.05614540193
716	0.05613787789
717	0.05612866364
718	0.05612212758
719	0.05611953404
720	0.05611283831
721	0.05610577948
722	0.05609816408
723	0.05608780628
724	0.05607981761
725	0.0560769344
726	0.05607105595
727	0.05606469124
728	0.05605771801
729	0.05605166202
730	0.05604551302
731	0.05604251732
732	0.05603607763
733	0.05603327938
734	0.05602528182
735	0.05601818058
736	0.05600712417
737	0.05600119822
738	0.05599494658
739	0.05598875526
740	0.05598191227
741	0.05597118974
742	0.05596535212
743	0.05595579605
744	0.05595122277
745	0.05594370791
746	0.05593520916
747	0.05592516957
748	0.05591826895
749	0.05591325997
750	0.05591038815
751	0.05590738827
752	0.05589610414
753	0.05588955257
754	0.05588382925
755	0.05587438315
756	0.05586660807
757	0.05585986519
758	0.05585775141
759	0.05585020118
760	0.05584306474
761	0.05583752421
762	0.055830204
763	0.05582359321
764	0.05581592963
765	0.05581262805
766	0.05580957471
767	0.05580364291
768	0.05579745486
769	0.0557890799
770	0.05578144286
771	0.05577588747
772	0.05577024331
773	0.05576495836
774	0.05575909385
775	0.05574908444
776	0.0557409691
777	0.05573084889
778	0.05572688959
779	0.05572215485
780	0.05571776492
781	0.0557117088
782	0.05570591211
783	0.05570008656
784	0.05569749622
785	0.0556904149
786	0.05568669372
787	0.05567543123
788	0.05566694526
789	0.0556629591
790	0.05565466865
791	0.05564909031
792	0.05564293693
793	0.05563331146
794	0.05562635567
795	0.05562145694
796	0.05561483436
797	0.05560443011
798	0.05559969177
799	0.05559303456
800	0.05558433864
801	0.05557484951
802	0.05556912346
803	0.05556410891
804	0.05555615516
805	0.05555206715
806	0.05554511314
807	0.0555409072
808	0.05553673687
809	0.05552964557
810	0.05552179532
811	0.0555193903
812	0.05551333056
813	0.05550699585
814	0.05550345258
815	0.05549657384
816	0.05548765628
817	0.05548240536
818	0.05547643636
819	0.05546759108
820	0.0554599666
821	0.05545463998
822	0.05544702518
823	0.05544114537
824	0.05543558225
825	0.05542892793
826	0.05542229677
827	0.05541171231
828	0.05540544033
829	0.05539821882
830	0.05538814406
831	0.05538172385
832	0.05537616012
833	0.05536897839
834	0.05536630975
835	0.05535733351
836	0.05535004882
837	0.05534372397
838	0.05533899025
839	0.05532920842
840	0.05532202655
841	0.05531204038
842	0.0553050677
843	0.05529752105
844	0.05528807206
845	0.05528319757
846	0.05528082501
847	0.0552748168
848	0.05526869107
849	0.0552594928
850	0.05525493667
851	0.05524778507
852	0.05523827349
853	0.05523145144
854	0.05522097326
855	0.05521417482
856	0.05521029364
857	0.05520347046
858	0.05519567286
859	0.05519064509
860	0.05518467872
861	0.05517733922
862	0.05517024339
863	0.05516463699
864	0.05515938575
865	0.05515743351
866	0.05515021456
867	0.05514716181
868	0.05514345208
869	0.05513659513
870	0.05512766736
871	0.05512074686
872	0.05511334166
873	0.05510765897
874	0.05510069061
875	0.05509373433
876	0.05508884794
877	0.05508628135
878	0.05507782694
879	0.0550725822
880	0.05506700033
881	0.05505885032
882	0.05505651873
883	0.05505224865
884	0.05504353608
885	0.05503891866
886	0.0550336189
887	0.05502597022
888	0.05502088621
889	0.05501558579
890	0.05500784871
891	0.05500245568
892	0.05499706694
893	0.0549898658
894	0.05498794996
895	0.0549694613
896	0.05495774031
897	0.05494607906
898	0.05494208265
899	0.05493631966
900	0.05493109663
901	0.05492403148
902	0.05491683178
903	0.0549074594
904	0.0549017522
905	0.05489676895
906	0.05488992932
907	0.05488769729
908	0.0548808932
909	0.05487146051
910	0.05486283912
911	0.05485685201
912	0.05485429052
913	0.05484785846
914	0.05484288359
915	0.05483778602
916	0.05483333421
917	0.05482817294
918	0.05482492737
919	0.05481956682
920	0.05481665622
921	0.05481097926
922	0.05480485571
923	0.0547974869
924	0.05478980047
925	0.0547875816
926	0.05478546367
927	0.05477698939
928	0.05477102242
929	0.0547655368
930	0.05475100847
931	0.05474700498
932	0.05473840652
933	0.05473028102
934	0.05472610274
935	0.05471997564
936	0.05471755461
937	0.05471336697
938	0.05471079282
939	0.05470333926
940	0.05469523565
941	0.05468726816
942	0.05467902232
943	0.05467310525
944	0.05466423656
945	0.054655629
946	0.05465061825
947	0.05464587652
948	0.05464196268
949	0.05463687584
950	0.05463044191
951	0.05462384319
952	0.05461956074
953	0.05461184022
954	0.05460577858
955	0.05460085345
956	0.05459906167
957	0.05459156545
958	0.05458278805
959	0.05457806667
960	0.05457261603
961	0.05456511336
962	0.05456006437
963	0.05455368593
964	0.05454732129
965	0.05453927886
966	0.05453166421
967	0.05452439698
968	0.05452195376
969	0.05451758978
970	0.05451046071
971	0.05450827762
972	0.05450345435
973	0.05449659808
974	0.05449074136
975	0.05448396501
976	0.05447997612
977	0.05447386815
978	0.05446826645
979	0.05446238271
980	0.05445504352
981	0.05444891515
982	0.05444523382
983	0.05443864755
984	0.0544303096
985	0.05441622375
986	0.054411769
987	0.05440947277
988	0.0544029605
989	0.05439727751
990	0.05439452054
991	0.05439040631
992	0.05438635843
993	0.0543793453
994	0.0543708973
995	0.05436555441
996	0.05435505494
997	0.0543512443
998	0.05434656579
999	0.05433918546
